date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:32:52	27553/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:32:46%20GMT	http://bertrandmasson.free.fr/index.php?article17/pgf-tikz	bertrandmasson.free.fr/index35b5.html	(from http://bertrandmasson.free.fr/index.php?categorie6/latex-pgf-tikz)
20:33:16	201731/201731	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:32:43%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvdGlremxpZ25lcy5wZGYqZDI5YTM5	bertrandmasson.free.fr/tikzlignese184.pdf	(from http://bertrandmasson.free.fr/index.php?categorie6/latex-pgf-tikz)
20:33:19	11223/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:33:16%20GMT	http://bertrandmasson.free.fr/feed.php?atom/categorie6	bertrandmasson.free.fr/feed0eca.php	(from http://bertrandmasson.free.fr/index.php?categorie6/latex-pgf-tikz)
20:33:20	3436/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:33:18%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article5	bertrandmasson.free.fr/feed2947.php	(from http://bertrandmasson.free.fr/index.php?article5/)
20:33:54	91547/91547	---M--	200	added ('OK')	application/download	date:Sun,%2008%20Sep%202019%2018:33:38%20GMT	http://bertrandmasson.free.fr/index.php?telechargement/Li4vLi4vZGF0YS9kb2N1bWVudHMvbGF0ZXgvbG9pYy1lbWMucGRmKmE5ZmY4OA,,	bertrandmasson.free.fr/loic-emcf7a3.pdf	(from http://bertrandmasson.free.fr/index.php?article27/)
20:33:56	7311/-1	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Sep%202019%2018:33:53%20GMT	http://bertrandmasson.free.fr/feed.php?atom/commentaires/article27	bertrandmasson.free.fr/feeda920.php	(from http://bertrandmasson.free.fr/index.php?article27/)
20:34:00	16935/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:33:56%20GMT	http://bertrandmasson.free.fr/index.php?archives/2011/page2	bertrandmasson.free.fr/indexdbba.html	(from http://bertrandmasson.free.fr/index.php?archives/2011)
20:34:05	27885/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:33:59%20GMT	http://bertrandmasson.free.fr/index.php?article27/biblatex-explique-a-mademoiselle-michu-etudiante-en-sciences-humaines	bertrandmasson.free.fr/index3235.html	(from http://bertrandmasson.free.fr/index.php?archives/2010)
20:34:09	17760/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:34:05%20GMT	http://bertrandmasson.free.fr/index.php?archives/2010/page2	bertrandmasson.free.fr/indexb374.html	(from http://bertrandmasson.free.fr/index.php?archives/2010)
20:34:11	13164/-1	---M--	200	added ('OK')	text/html	date:Sun,%2008%20Sep%202019%2018:34:08%20GMT	http://bertrandmasson.free.fr/index.php?article22/le-formatage-du-texte-ou-comment-ecrire-en-gras-en-gros-en-chasse-fixe	bertrandmasson.free.fr/index2051.html	(from http://bertrandmasson.free.fr/index.php?archives/2009)
